 Gd3+  -0.0662  6.0308 -0.0850  2.1542  0.1323  0.8910  0.0048
 Tb2+  -0.0758  6.0319 -0.0540  2.1583  0.1199  0.8895  0.0051
 Tb3+  -0.0559  6.0311 -0.1020  2.2365  0.1264  1.1066  0.0167
 Dy2+  -0.0568  6.0324 -0.1003  2.2396  0.1401  1.1062  0.0109
 Dy3+  -0.0423  6.0376 -0.1248  2.2437  0.1359  1.2002  0.0188
 Ho2+  -0.0725  6.0453 -0.0318  2.2428  0.0738  1.2018  0.0252
 Ho3+  -0.0289  6.0504 -0.1545  2.2305  0.1550  1.2605  0.0177
 Er2+  -0.0648  6.0559 -0.0515  2.2303  0.0825  1.2638  0.0250
 Er3+  -0.0110  6.0609 -0.1954  2.2242  0.1818  1.2958  0.0149
 Tm2+  -0.0842  4.0699  0.0807  0.8492 -0.2087  0.0386  0.2095
 Tm3+  -0.0727  4.0730  0.0243  0.6888  3.9459  0.0023 -3.9076
 Yb2+  -0.0739  5.0306  0.0140  2.0300  0.0351  0.5080  0.0174
 Yb3+  -0.0345  5.0073 -0.0677  2.0198  0.0985  0.5485 -0.0076
 Pr3+  -0.0224  7.9931 -0.1202  3.9406  0.1299  0.8938  0.0051
 U3+   -0.3797  9.9525  0.0459  5.0379  0.2748  1.6072  0.0016
 U4+   -0.1793 11.8961 -0.2269  5.4280  0.3291  1.7008  0.0030
 U5+   -0.0399 11.8909 -0.3458  5.5803  0.3340  1.6448  0.0029
 Np3+  -0.2427 11.8444 -0.1129  5.3774  0.2848  1.5676  0.0022
 Np4+  -0.2436  9.5988 -0.1317  4.1014  0.3029  1.5447  0.0019
 Np5+  -0.1157  9.5649 -0.2654  4.2599  0.3298  1.5494  0.0025
 Np6+  -0.0128  9.5692 -0.3611  4.3035  0.3419  1.5406  0.0032
 Pu3+  -0.0364  9.5721 -0.3181  4.3424  0.3210  1.5233  0.0041
 Pu4+  -0.2394  7.8367 -0.0785  4.0243  0.2643  1.3776  0.0012
 Pu5+  -0.1090  7.8188 -0.2243  4.1000  0.2947  1.4040  0.0015
 Pu6+  -0.0001  7.8196 -0.3354  4.1439  0.3097  1.4027  0.0020
 Am2+  -0.3176  7.8635  0.0771  4.1611  0.2194  1.3387  0.0018
 Am3+  -0.3159  6.9821  0.0682  3.9948  0.2141  1.1875 -0.0015
 Am4+  -0.1787  7.8805 -0.1274  4.0898  0.2565  1.3152  0.0017
 Am5+  -0.0927  6.0727 -0.2227  3.7840  0.2916  1.3723  0.0026
 Am6+   0.0152  6.0788 -0.3549  3.8610  0.3125  1.4031  0.0036
 Am7+   0.1292  6.0816 -0.4689  3.8791  0.3234  1.3934  0.0042

#g=1+(J(J+1)-L(L+1)+S(S+1))/(2J(J+1))
# shell  l
# s 0
# p 1
# d 2
# f 3 
# g 4
# h 6 
# j = l-s, l+s
#loop_
#_atom_type_scat_symbol
#_atom_type_scat_l
#_atom_type_scat_s
#_atom_type_scat_j
#Ce3  3  0.5  2.5  
#Pr3  5  1.0  4.0  
#Nd3  6  1.5  4.5  
#Pm3  6  2.0  4.0  
#Sm3  5  2.5  2.5  
#Eu3  3  3.0  0.0  
#Gd3  0  3.5  3.5  
#Tb3  3  3.0  3.0  
#Dy3  5  2.5  7.5  
#Ho3  6  2.0  8.0  
#Er3  6  1.5  7.5  
#Tm3  5  1.0  6.0  
#Yb3  3  0.5  3.5  
